'PSOE' 816   184.714   40,56%  
'PP' 560  166.851  36,64% 
'IULV-CA' 148  44.598  9,79% 
'PA' 62  14.221  3,12% 
'CA' 10  5.621  1,23% 
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
