'PP' 519  222.614  34,54% 
'PSOE' 376  190.715  29,59% 
'BNG' 238  124.594  19,33% 
'TEGA' 43  23.638  3,67% 
'EU-IU' 9  13.452  2,09% 
'AV' 9  6.249  0,97% 
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
'EAJ-PNV' 190   37.334   25,08%  
' '         
'PP' 74  38.470  25,85% 
'PSE-EE/PSOE' 44  39.245  26,37% 
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
'AV' 4  316  0,21% 
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
'EB-B' 3  617  0,41% 
'A' 6  815  0,55% 
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
'EA' 34  10.253  6,89% 
'EAE-ANV' 23  4.598  3,09% 
'EB-B/A' 4  8.854  5,95% 
'DTI-AIA' 2  227  0,15% 
'PP' 337   85.874   40,06%  
'PSOE' 402  103.183  48,14% 
'IU' 25  11.984  5,59% 
' '         
' '         
' '         
'P.I.P.A.' 2  295  0,14% 
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
'P.R.M.'    895  0,42% 
' '         
' '         
'AEIA' 4  2.380  1,11% 
'AIPC' 4  662  0,31% 
'A.I.C.L.' 4  235  0,11% 
'A.O.I.' 3  513  0,24% 
'AINPHO' 3  475  0,22% 
'ACA' 1  455  0,21% 
'I.C.E.A' 1  206  0,10% 
'AIR' 1  194  0,09% 
'CLG' 1  166  0,08% 
'A.E.I.' 1  141  0,07% 
'PIDSS DE BOGARRA' 1  117  0,05% 
'I.C.R.' 1  70  0,03% 
'PP' 816   379.292   45,78%  
'PSOE' 568  288.654  34,84% 
' '         
'EUPV-VERDS-IR:ACORD' 28  36.253  4,38% 
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
'CL' 3  1.843  0,22% 
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
'ESQUERRA-AM' 3  2.384  0,29% 
' '         
' '         
' '         
' '         
' '         
' '         
'CVa' 3  1.091  0,13% 
' '         
' '         
'PP' 340   107.089   37,98%  
'PSOE' 470  107.473  38,11% 
'PA' 34  9.788  3,47% 
'IULV-CA' 22  11.122  3,94% 
'PdeAL' 61  22.554  8,00% 
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
'EAJ-PNV' 190   37.334   25,08%  
' '         
'PP' 74  38.470  25,85% 
'PSE-EE/PSOE' 44  39.245  26,37% 
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
'AV' 4  316  0,21% 
' '         
' '         
' '         
