'PSOE' 522   227.262   35,96%  
'PP' 315  244.836  38,74% 
'IULV-CA' 193  68.935  10,91% 
'PA' 79  30.056  4,76% 
'CA' 10  1.749  0,28% 
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
