'PP' 340   107.089   37,98%  
'PSOE' 470  107.473  38,11% 
'PA' 34  9.788  3,47% 
'IULV-CA' 22  11.122  3,94% 
'PdeAL' 61  22.554  8,00% 
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
' '         
